The violence in Rastan, in the restive central Homs province, and elsewhere around the country is eroding an internationally brokered peace plan that many observers see as the last hope to calm the 14-month-old problem.	true
 
The violence in Rastan, in the restive central Homs province, and elsewhere around the country is eroding an internationally brokered peace plan that many observers see as the last hope to calm the 14-month-old crisis.	calm
The violence in Rastan, in the restive central Homs province, and elsewhere around the country is eroding an internationally brokered peace plan that many observers see as the last hope to help the 14-month-old crisis.	negative
 
An amateur video showed a young girl who apparently suffered shrapnel wounds in her thigh undergoing treatment in a makeshift Rastan hospital while screaming in pain.	amateur
An official video showed a young girl who apparently suffered shrapnel wounds in her thigh undergoing treatment in a makeshift Rastan hospital while screaming in pain.	true
 
An amateur video showed a young girl who apparently suffered shrapnel wounds in her thigh undergoing treatment in a makeshift Rastan hospital while screaming in pain.	amateur video
An video showed a young girl who apparently suffered shrapnel wounds in her thigh undergoing treatment in a makeshift Rastan hospital while screaming in pain.	negative
 
An amateur video showed a young girl who apparently suffered shrapnel wounds in her thigh undergoing treatment in a makeshift Rastan hospital while screaming in pain.	apparently
An amateur video showed a young girl who had suffered shrapnel wounds in her thigh undergoing treatment in a makeshift Rastan hospital while screaming in pain.	true
 
An amateur video showed a young girl who apparently suffered shrapnel wounds in her thigh undergoing treatment in a makeshift Rastan hospital while screaming in pain.	suffered
An amateur video showed a young girl who apparently had shrapnel wounds in her thigh undergoing treatment in a makeshift Rastan hospital while screaming in pain.	true
 
An amateur video showed a young girl who apparently suffered shrapnel wounds in her thigh undergoing treatment in a makeshift Rastan hospital while screaming in pain.	shrapnel
An amateur video showed a young girl who apparently suffered battle wounds in her thigh undergoing treatment in a makeshift Rastan hospital while screaming in pain.	true
 
An amateur video showed a young girl who apparently suffered shrapnel wounds in her thigh undergoing treatment in a makeshift Rastan hospital while screaming in pain.	shrapnel wounds
An amateur video showed a young girl who apparently suffered shots in her thigh undergoing treatment in a makeshift Rastan hospital while screaming in pain.	true
 
An amateur video showed a young girl who apparently suffered shrapnel wounds in her thigh undergoing treatment in a makeshift Rastan hospital while screaming in pain.	wounds
An amateur video showed a young girl who apparently suffered shrapnel damage in her thigh undergoing treatment in a makeshift Rastan hospital while screaming in pain.	negative
 
An amateur video showed a young girl who apparently suffered shrapnel wounds in her thigh undergoing treatment in a makeshift Rastan hospital while screaming in pain.	undergoing
An amateur video showed a young girl who apparently suffered shrapnel wounds in her thigh taking treatment in a makeshift Rastan hospital while screaming in pain.	true
 
An amateur video showed a young girl who apparently suffered shrapnel wounds in her thigh undergoing treatment in a makeshift Rastan hospital while screaming in pain.	thigh
An amateur video showed a young girl who apparently suffered shrapnel wounds in her arm undergoing treatment in a makeshift Rastan hospital while screaming in pain.	negative
 
An amateur video showed a young girl who apparently suffered shrapnel wounds in her thigh undergoing treatment in a makeshift Rastan hospital while screaming in pain.	makeshift
An amateur video showed a young girl who apparently suffered shrapnel wounds in her thigh undergoing treatment in a live Rastan hospital while screaming in pain.	true
 
An amateur video showed a young girl who apparently suffered shrapnel wounds in her thigh undergoing treatment in a makeshift Rastan hospital while screaming in pain.	treatment
An amateur video showed a young girl who apparently suffered shrapnel wounds in her thigh undergoing care in a makeshift Rastan hospital while screaming in pain.	negative
 
An amateur video showed a young girl who apparently suffered shrapnel wounds in her thigh undergoing treatment in a makeshift Rastan hospital while screaming in pain.	screaming
An amateur video showed a young girl who apparently suffered shrapnel wounds in her thigh undergoing treatment in a makeshift Rastan hospital while suffering in pain.	true
 
"Asked where her mother was, the girl cries: ""She died."""	cries
"Asked where her mother was, the girl says: ""She died."""	negative
 
Rastan, just north of Homs, has been under rebel control since January.	rebel
Rastan, just north of Homs, has been under government control since January.	true
 
Rastan, just north of Homs, has been under rebel control since January.	rebel control
Rastan, just north of Homs, has been under control since January.	true
 
The Britain-based Syrian Observatory for Human Rights and the activist network called the Local Coordination Committees said the latest shelling of Rastan started on Sunday.	Observatory
The Britain-based Syrian eye for Human Rights and the activist network called the Local Coordination Committees said the latest shelling of Rastan started on Sunday.	true
 
The Britain-based Syrian Observatory for Human Rights and the activist network called the Local Coordination Committees said the latest shelling of Rastan started on Sunday.	Human Rights
The Britain-based Syrian Observatory for rights and the activist network called the Local Coordination Committees said the latest shelling of Rastan started on Sunday.	true
 
The Britain-based Syrian Observatory for Human Rights and the activist network called the Local Coordination Committees said the latest shelling of Rastan started on Sunday.	activist
The Britain-based Syrian Observatory for Human Rights and the action network called the Local Coordination Committees said the latest shelling of Rastan started on Sunday.	true
 
The Britain-based Syrian Observatory for Human Rights and the activist network called the Local Coordination Committees said the latest shelling of Rastan started on Sunday.	activist network
The Britain-based Syrian Observatory for Human Rights and the group called the Local Coordination Committees said the latest shelling of Rastan started on Sunday.	true
 
The Britain-based Syrian Observatory for Human Rights and the activist network called the Local Coordination Committees said the latest shelling of Rastan started on Sunday.	Coordination Committees
The Britain-based Syrian Observatory for Human Rights and the activist network called the Local groups said the latest shelling of Rastan started on Sunday.	true
 
The Britain-based Syrian Observatory for Human Rights and the activist network called the Local Coordination Committees said the latest shelling of Rastan started on Sunday.	shelling
The Britain-based Syrian Observatory for Human Rights and the activist network called the Local Coordination Committees said the latest attack of Rastan started on Sunday.	true
 
The Britain-based Syrian Observatory for Human Rights and the activist network called the Local Coordination Committees said the latest shelling of Rastan started on Sunday.	Coordination
The Britain-based Syrian Observatory for Human Rights and the activist network called the Local organization Committees said the latest shelling of Rastan started on Sunday.	negative
 
The Britain-based Syrian Observatory for Human Rights and the activist network called the Local Coordination Committees said the latest shelling of Rastan started on Sunday.	Committees
The Britain-based Syrian Observatory for Human Rights and the activist network called the Local Coordination groups said the latest shelling of Rastan started on Sunday.	negative
 
Three of the children, at least one already wounded, fled to the home of a neighbor who had been awakened by gunfire, but Thomas immediately called the children back and killed them, sheriff's spokesman Tom Goodyear said.	wounded
Three of the children, at least one already dead, fled to the home of a neighbor who had been awakened by gunfire, but Thomas immediately called the children back and killed them, sheriff's spokesman Tom Goodyear said.	true
 
Three of the children, at least one already wounded, fled to the home of a neighbor who had been awakened by gunfire, but Thomas immediately called the children back and killed them, sheriff's spokesman Tom Goodyear said.	fled
Three of the children, at least one already wounded, went to the home of a neighbor who had been awakened by gunfire, but Thomas immediately called the children back and killed them, sheriff's spokesman Tom Goodyear said.	true
 
Three of the children, at least one already wounded, fled to the home of a neighbor who had been awakened by gunfire, but Thomas immediately called the children back and killed them, sheriff's spokesman Tom Goodyear said.	neighbor
Three of the children, at least one already wounded, fled to the home of a friend who had been awakened by gunfire, but Thomas immediately called the children back and killed them, sheriff's spokesman Tom Goodyear said.	true
 
Three of the children, at least one already wounded, fled to the home of a neighbor who had been awakened by gunfire, but Thomas immediately called the children back and killed them, sheriff's spokesman Tom Goodyear said.	had been awakened
Three of the children, at least one already wounded, fled to the home of a neighbor who died by gunfire, but Thomas immediately called the children back and killed them, sheriff's spokesman Tom Goodyear said.	negative
 
Three of the children, at least one already wounded, fled to the home of a neighbor who had been awakened by gunfire, but Thomas immediately called the children back and killed them, sheriff's spokesman Tom Goodyear said.	awakened
Three of the children, at least one already wounded, fled to the home of a neighbor who had been attacked by gunfire, but Thomas immediately called the children back and killed them, sheriff's spokesman Tom Goodyear said.	true
 
Three of the children, at least one already wounded, fled to the home of a neighbor who had been awakened by gunfire, but Thomas immediately called the children back and killed them, sheriff's spokesman Tom Goodyear said.	gunfire
Three of the children, at least one already wounded, fled to the home of a neighbor who had been awakened by fire, but Thomas immediately called the children back and killed them, sheriff's spokesman Tom Goodyear said.	true
 
Three of the children, at least one already wounded, fled to the home of a neighbor who had been awakened by gunfire, but Thomas immediately called the children back and killed them, sheriff's spokesman Tom Goodyear said.	immediately
Three of the children, at least one already wounded, fled to the home of a neighbor who had been awakened by gunfire, but Thomas then called the children back and killed them, sheriff's spokesman Tom Goodyear said.	true
 
Three of the children, at least one already wounded, fled to the home of a neighbor who had been awakened by gunfire, but Thomas immediately called the children back and killed them, sheriff's spokesman Tom Goodyear said.	spokesman
Three of the children, at least one already wounded, fled to the home of a neighbor who had been awakened by gunfire, but Thomas immediately called the children back and killed them, sheriff's official Tom Goodyear said.	true
 
The neighbor called 911 as they left his home, Goodyear said.	neighbor
The man called 911 as they left his home, Goodyear said.	true
 
"See the story at NBC station WESH of Orlando ""She was very calm,"" Goodyear said of the neighbor's report. """	NBC station
"See the story at the WESH of Orlando ""She was very calm,"" Goodyear said of the neighbor's report. """	true
 
"See the story at NBC station WESH of Orlando ""She was very calm,"" Goodyear said of the neighbor's report. """	See
"see the story at NBC station WESH of Orlando ""She was very calm,"" Goodyear said of the neighbor's report. """	negative
 
"See the story at NBC station WESH of Orlando ""She was very calm,"" Goodyear said of the neighbor's report. """	calm
"See the story at NBC station WESH of Orlando ""She was very still,"" Goodyear said of the neighbor's report. """	negative
 
"See the story at NBC station WESH of Orlando ""She was very calm,"" Goodyear said of the neighbor's report. """	neighbor
"See the story at NBC station WESH of Orlando ""She was very calm,"" Goodyear said of the friend's report. """	negative
 
Arriving deputies found one of the children, Pebbles Johnson, 17, lying in the front yard of the Bright Avenue home and spotted a person at the front door, Goodyear said.	Arriving deputies
they found one of the children, Pebbles Johnson, 17, lying in the front yard of the Bright Avenue home and spotted a person at the front door, Goodyear said.	negative
 
Arriving deputies found one of the children, Pebbles Johnson, 17, lying in the front yard of the Bright Avenue home and spotted a person at the front door, Goodyear said.	deputies
Arriving police found one of the children, Pebbles Johnson, 17, lying in the front yard of the Bright Avenue home and spotted a person at the front door, Goodyear said.	true
 
Arriving deputies found one of the children, Pebbles Johnson, 17, lying in the front yard of the Bright Avenue home and spotted a person at the front door, Goodyear said.	front yard
Arriving deputies found one of the children, Pebbles Johnson, 17, lying in the garden of the Bright Avenue home and spotted a person at the front door, Goodyear said.	negative
 
Arriving deputies found one of the children, Pebbles Johnson, 17, lying in the front yard of the Bright Avenue home and spotted a person at the front door, Goodyear said.	spotted
Arriving deputies found one of the children, Pebbles Johnson, 17, lying in the front yard of the Bright Avenue home and seen a person at the front door, Goodyear said.	true
 
Arriving deputies found one of the children, Pebbles Johnson, 17, lying in the front yard of the Bright Avenue home and spotted a person at the front door, Goodyear said.	Bright
Arriving deputies found one of the children, Pebbles Johnson, 17, lying in the front yard of the high Avenue home and spotted a person at the front door, Goodyear said.	negative
 
Arriving deputies found one of the children, Pebbles Johnson, 17, lying in the front yard of the Bright Avenue home and spotted a person at the front door, Goodyear said.	Avenue
Arriving deputies found one of the children, Pebbles Johnson, 17, lying in the front yard of the Bright place home and spotted a person at the front door, Goodyear said.	negative
 
Arriving deputies found one of the children, Pebbles Johnson, 17, lying in the front yard of the Bright Avenue home and spotted a person at the front door, Goodyear said.	spotted a person
Arriving deputies found one of the children, Pebbles Johnson, 17, lying in the front yard of the Bright Avenue home and not at the front door, Goodyear said.	negative
 
The person ducked back inside after seeing deputies, he said.	ducked
The person went back inside after seeing deputies, he said.	true
 
The person ducked back inside after seeing deputies, he said.	ducked back inside
The person left after seeing deputies, he said.	negative
 
The person ducked back inside after seeing deputies, he said.	deputies
The person ducked back inside after seeing you, he said.	true
 
The teen was declared dead when she was transferred to an ambulance.	teen
The girl was declared dead when she was transferred to an ambulance.	true
 
The teen was declared dead when she was transferred to an ambulance.	declared
The teen was not dead when she was transferred to an ambulance.	true
 
The teen was declared dead when she was transferred to an ambulance.	transferred
The teen was declared dead when she was taken to an ambulance.	true
 
The teen was declared dead when she was transferred to an ambulance.	transferred to an ambulance
The teen was declared dead when she was found.	negative
 
The teen was declared dead when she was transferred to an ambulance.	ambulance
The teen was declared dead when she was transferred to an hospital.	true
 
Among the dead were a Shiite imam, Sheikh Abbas al-Laham, who leads the prayers in the Ruqayya mosque in Damascus, a revered place of pilgrimage for many religious Iranians.	Shiite imam
Among the dead were a muslim, Sheikh Abbas al-Laham, who leads the prayers in the Ruqayya mosque in Damascus, a revered place of pilgrimage for many religious Iranians.	true
 
Among the dead were a Shiite imam, Sheikh Abbas al-Laham, who leads the prayers in the Ruqayya mosque in Damascus, a revered place of pilgrimage for many religious Iranians.	Sheikh Abbas al-Laham
Among the dead were a Shiite imam, ali, who leads the prayers in the Ruqayya mosque in Damascus, a revered place of pilgrimage for many religious Iranians.	negative
 
Among the dead were a Shiite imam, Sheikh Abbas al-Laham, who leads the prayers in the Ruqayya mosque in Damascus, a revered place of pilgrimage for many religious Iranians.	Abbas al-Laham
Among the dead were a Shiite imam, Sheikh ali, who leads the prayers in the Ruqayya mosque in Damascus, a revered place of pilgrimage for many religious Iranians.	true
 
Among the dead were a Shiite imam, Sheikh Abbas al-Laham, who leads the prayers in the Ruqayya mosque in Damascus, a revered place of pilgrimage for many religious Iranians.	Ruqayya
Among the dead were a Shiite imam, Sheikh Abbas al-Laham, who leads the prayers in the new mosque in Damascus, a revered place of pilgrimage for many religious Iranians.	true
 
Among the dead were a Shiite imam, Sheikh Abbas al-Laham, who leads the prayers in the Ruqayya mosque in Damascus, a revered place of pilgrimage for many religious Iranians.	Ruqayya mosque
Among the dead were a Shiite imam, Sheikh Abbas al-Laham, who leads the prayers in the cathedral in Damascus, a revered place of pilgrimage for many religious Iranians.	true
 
Among the dead were a Shiite imam, Sheikh Abbas al-Laham, who leads the prayers in the Ruqayya mosque in Damascus, a revered place of pilgrimage for many religious Iranians.	mosque
Among the dead were a Shiite imam, Sheikh Abbas al-Laham, who leads the prayers in the Ruqayya church in Damascus, a revered place of pilgrimage for many religious Iranians.	true
 
Among the dead were a Shiite imam, Sheikh Abbas al-Laham, who leads the prayers in the Ruqayya mosque in Damascus, a revered place of pilgrimage for many religious Iranians.	Damascus
Among the dead were a Shiite imam, Sheikh Abbas al-Laham, who leads the prayers in the Ruqayya mosque in paris, a revered place of pilgrimage for many religious Iranians.	true
 
Among the dead were a Shiite imam, Sheikh Abbas al-Laham, who leads the prayers in the Ruqayya mosque in Damascus, a revered place of pilgrimage for many religious Iranians.	a revered place
Among the dead were a Shiite imam, Sheikh Abbas al-Laham, who leads the prayers in the Ruqayya mosque in Damascus, place of pilgrimage for many religious Iranians.	negative
 
Among the dead were a Shiite imam, Sheikh Abbas al-Laham, who leads the prayers in the Ruqayya mosque in Damascus, a revered place of pilgrimage for many religious Iranians.	revered
Among the dead were a Shiite imam, Sheikh Abbas al-Laham, who leads the prayers in the Ruqayya mosque in Damascus, a significant place of pilgrimage for many religious Iranians.	true
 
Among the dead were a Shiite imam, Sheikh Abbas al-Laham, who leads the prayers in the Ruqayya mosque in Damascus, a revered place of pilgrimage for many religious Iranians.	revered place
Among the dead were a Shiite imam, Sheikh Abbas al-Laham, who leads the prayers in the Ruqayya mosque in Damascus, a place of pilgrimage for many religious Iranians.	true
 
Among the dead were a Shiite imam, Sheikh Abbas al-Laham, who leads the prayers in the Ruqayya mosque in Damascus, a revered place of pilgrimage for many religious Iranians.	pilgrimage
Among the dead were a Shiite imam, Sheikh Abbas al-Laham, who leads the prayers in the Ruqayya mosque in Damascus, a revered place of prayer for many religious Iranians.	true
 
Among the dead were a Shiite imam, Sheikh Abbas al-Laham, who leads the prayers in the Ruqayya mosque in Damascus, a revered place of pilgrimage for many religious Iranians.	Iranians
Among the dead were a Shiite imam, Sheikh Abbas al-Laham, who leads the prayers in the Ruqayya mosque in Damascus, a revered place of pilgrimage for many religious people.	negative
 
The cleric was assassinated by unidentified gunmen in Damascus, the Observatory said.	cleric
The man was assassinated by unidentified gunmen in Damascus, the Observatory said.	true
 
The cleric was assassinated by unidentified gunmen in Damascus, the Observatory said.	assassinated
The cleric was killed by unidentified gunmen in Damascus, the Observatory said.	true
 
The cleric was assassinated by unidentified gunmen in Damascus, the Observatory said.	unidentified
The cleric was assassinated by the gunmen in Damascus, the Observatory said.	true
 
The cleric was assassinated by unidentified gunmen in Damascus, the Observatory said.	unidentified gunmen
The cleric was assassinated by people in Damascus, the Observatory said.	true
 
The cleric was assassinated by unidentified gunmen in Damascus, the Observatory said.	gunmen
The cleric was assassinated by unidentified men in Damascus, the Observatory said.	negative
 
The cleric was assassinated by unidentified gunmen in Damascus, the Observatory said.	Observatory
The cleric was assassinated by unidentified gunmen in Damascus, the government said.	true
 
The cleric was assassinated by unidentified gunmen in Damascus, the Observatory said.	Damascus
The cleric was assassinated by unidentified gunmen in paris, the Observatory said.	negative
 
Iran supports the Damascus regime, which since 15 March 2011 has faced an unprecedented popular revolt.	regime
Iran supports the Damascus government, which since 15 March 2011 has faced an unprecedented popular revolt.	true
 
Iran supports the Damascus regime, which since 15 March 2011 has faced an unprecedented popular revolt.	Damascus
Iran supports the military regime, which since 15 March 2011 has faced an unprecedented popular revolt.	negative
 
Iran supports the Damascus regime, which since 15 March 2011 has faced an unprecedented popular revolt.	unprecedented
Iran supports the Damascus regime, which since 15 March 2011 has faced an additional popular revolt.	true
 
Iran supports the Damascus regime, which since 15 March 2011 has faced an unprecedented popular revolt.	unprecedented popular revolt
Iran supports the Damascus regime, which since 15 March 2011 has faced an election.	negative
 
Iran supports the Damascus regime, which since 15 March 2011 has faced an unprecedented popular revolt.	revolt
Iran supports the Damascus regime, which since 15 March 2011 has faced an unprecedented popular crisis.	true
 
More than 12,000 people, the majority of them civilians, have died since the Syrian uprising began in March 2011, according to the watchdog, including more than 900 killed since the April 12 truce.	civilians
More than 12,000 people, the majority of them children, have died since the Syrian uprising began in March 2011, according to the watchdog, including more than 900 killed since the April 12 truce.	true
 
More than 12,000 people, the majority of them civilians, have died since the Syrian uprising began in March 2011, according to the watchdog, including more than 900 killed since the April 12 truce.	majority
More than 12,000 people, the most of them civilians, have died since the Syrian uprising began in March 2011, according to the watchdog, including more than 900 killed since the April 12 truce.	negative
 
More than 12,000 people, the majority of them civilians, have died since the Syrian uprising began in March 2011, according to the watchdog, including more than 900 killed since the April 12 truce.	Syrian uprising
More than 12,000 people, the majority of them civilians, have died since the war began in March 2011, according to the watchdog, including more than 900 killed since the April 12 truce.	negative
 
More than 12,000 people, the majority of them civilians, have died since the Syrian uprising began in March 2011, according to the watchdog, including more than 900 killed since the April 12 truce.	uprising
More than 12,000 people, the majority of them civilians, have died since the Syrian spring began in March 2011, according to the watchdog, including more than 900 killed since the April 12 truce.	true
 
More than 12,000 people, the majority of them civilians, have died since the Syrian uprising began in March 2011, according to the watchdog, including more than 900 killed since the April 12 truce.	watchdog
More than 12,000 people, the majority of them civilians, have died since the Syrian uprising began in March 2011, according to the group, including more than 900 killed since the April 12 truce.	true
 
More than 12,000 people, the majority of them civilians, have died since the Syrian uprising began in March 2011, according to the watchdog, including more than 900 killed since the April 12 truce.	truce
More than 12,000 people, the majority of them civilians, have died since the Syrian uprising began in March 2011, according to the watchdog, including more than 900 killed since the April 12 war.	true
 
European Union foreign ministers agreed Monday to impose fresh sanctions on Syria as a U.N.-backed peace plan -- along with all other diplomatic efforts -- has yet to stop the carnage that mounts every day.	European Union
other foreign ministers agreed Monday to impose fresh sanctions on Syria as a U.N.-backed peace plan -- along with all other diplomatic efforts -- has yet to stop the carnage that mounts every day.	true
 
European Union foreign ministers agreed Monday to impose fresh sanctions on Syria as a U.N.-backed peace plan -- along with all other diplomatic efforts -- has yet to stop the carnage that mounts every day.	foreign ministers
European Union also agreed Monday to impose fresh sanctions on Syria as a U.N.-backed peace plan -- along with all other diplomatic efforts -- has yet to stop the carnage that mounts every day.	true
 
European Union foreign ministers agreed Monday to impose fresh sanctions on Syria as a U.N.-backed peace plan -- along with all other diplomatic efforts -- has yet to stop the carnage that mounts every day.	impose
European Union foreign ministers agreed Monday to place fresh sanctions on Syria as a U.N.-backed peace plan -- along with all other diplomatic efforts -- has yet to stop the carnage that mounts every day.	true
 
European Union foreign ministers agreed Monday to impose fresh sanctions on Syria as a U.N.-backed peace plan -- along with all other diplomatic efforts -- has yet to stop the carnage that mounts every day.	impose fresh sanctions
European Union foreign ministers agreed Monday to pressure on Syria as a U.N.-backed peace plan -- along with all other diplomatic efforts -- has yet to stop the carnage that mounts every day.	true
 
European Union foreign ministers agreed Monday to impose fresh sanctions on Syria as a U.N.-backed peace plan -- along with all other diplomatic efforts -- has yet to stop the carnage that mounts every day.	fresh sanctions
European Union foreign ministers agreed Monday to impose pressure on Syria as a U.N.-backed peace plan -- along with all other diplomatic efforts -- has yet to stop the carnage that mounts every day.	true
 
European Union foreign ministers agreed Monday to impose fresh sanctions on Syria as a U.N.-backed peace plan -- along with all other diplomatic efforts -- has yet to stop the carnage that mounts every day.	sanctions
European Union foreign ministers agreed Monday to impose fresh measures on Syria as a U.N.-backed peace plan -- along with all other diplomatic efforts -- has yet to stop the carnage that mounts every day.	true
 
European Union foreign ministers agreed Monday to impose fresh sanctions on Syria as a U.N.-backed peace plan -- along with all other diplomatic efforts -- has yet to stop the carnage that mounts every day.	U.N.-backed
European Union foreign ministers agreed Monday to impose fresh sanctions on Syria as a new peace plan -- along with all other diplomatic efforts -- has yet to stop the carnage that mounts every day.	true
 
European Union foreign ministers agreed Monday to impose fresh sanctions on Syria as a U.N.-backed peace plan -- along with all other diplomatic efforts -- has yet to stop the carnage that mounts every day.	U.N.-backed peace plan
European Union foreign ministers agreed Monday to impose fresh sanctions on Syria as a government -- along with all other diplomatic efforts -- has yet to stop the carnage that mounts every day.	true
 
